,timestamp,open,high,low,close,volume,zlsma,sma_20,sma_50,buy_signal,sell_signal
66,2024-05-17 02:00:00,2947.1738,2949.0888,2941.126,2944.6341,1.0,2944.2622028284886,2940.4626825,2946.5073209999996,0.0,0.0
67,2024-05-17 02:15:00,2944.1607999999997,2946.9699,2941.9344,2944.5565,1.0,2944.9482438569394,2941.1124325,2945.7675485000004,0.0,0.0
68,2024-05-17 02:30:00,2944.66085,2955.7933,2946.0155,2951.0254,1.0,2947.2832729796946,2941.95364125,2945.2278839999994,0.0,0.0
69,2024-05-17 02:45:00,2951.1464,2955.8205,2950.2737,2953.162125,1.0,2950.0165230264483,2942.65891625,2944.9712795,0.0,0.0
70,2024-05-17 03:00:00,2953.27715,2952.285,2948.564,2950.74815,1.0,2951.8752137190286,2943.5672,2944.7616215,0.0,0.0
71,2024-05-17 03:15:00,2951.0718,2955.68,2948.8866,2951.997725,1.0,2954.091257655081,2944.7886025,2944.789283,0.0,0.0
72,2024-05-17 03:30:00,2951.7121500000003,2956.0444,2948.826,2952.560775,1.0,2956.3105428846306,2945.8200662500003,2944.9758994999997,0.0,0.0
73,2024-05-17 03:45:00,2952.68635,2953.2227,2949.5077,2951.5425999999998,1.0,2957.6287734054285,2946.5161975,2944.9598969999997,0.0,0.0
74,2024-05-17 04:00:00,2951.7200000000003,2953.3411,2950.0072,2951.728875,1.0,2958.205185673456,2947.2638625,2944.8897534999996,0.0,0.0
75,2024-05-17 04:15:00,2951.7835999999998,2956.9772,2951.4366,2953.67065,1.0,2958.8533672343324,2948.10821375,2944.8289505,1.0,0.0
76,2024-05-17 04:30:00,2953.1344,2953.7777,2948.4183,2951.0694999999996,1.0,2958.8401029803504,2948.61799625,2944.76275,0.0,0.0
77,2024-05-17 04:45:00,2951.041,2949.5694,2944.9383,2947.3108999999995,1.0,2957.7311076077417,2948.7792087499997,2944.673477,0.0,0.0
78,2024-05-17 05:00:00,2947.36795,2949.5955,2945.2799,2947.4723,1.0,2956.352309997346,2948.8923299999997,2944.5387014999997,0.0,0.0
79,2024-05-17 05:15:00,2947.5069,2949.4394,2942.9655,2946.210075,1.0,2954.3145425279654,2948.8201062499998,2944.4081229999997,0.0,0.0
80,2024-05-17 05:30:00,2946.2177,2944.5606,2942.206,2943.5698,1.0,2952.0066700197513,2948.6205775,2944.3308309999998,0.0,1.0
81,2024-05-17 05:45:00,2943.7563,2946.7701,2941.1966,2944.7716750000004,1.0,2950.5130322320315,2948.3220425,2944.494021,0.0,0.0
82,2024-05-17 06:00:00,2945.5600000000004,2946.7273,2942.7388,2944.8543,1.0,2948.417627173361,2948.1559174999998,2944.7325440000004,0.0,0.0
83,2024-05-17 06:15:00,2944.97555,2944.7817,2940.3944,2942.66455,1.0,2945.420386097663,2948.2504025,2944.714458,0.0,0.0
84,2024-05-17 06:30:00,2942.74105,2954.3966,2940.9166,2947.417575,1.0,2944.021651951488,2948.397715,2944.684422,0.0,0.0
85,2024-05-17 06:45:00,2947.1785499999996,2967.7266,2949.9188,2957.5856249999997,1.0,2945.427909395383,2948.92766,2944.86393,1.0,0.0
86,2024-05-17 07:00:00,2956.3485499999997,3003.0617,2960.4177,2981.748025,1.0,2951.7713986036715,2950.78335625,2945.479658,0.0,0.0
87,2024-05-17 07:15:00,2981.7563499999997,3030.3855,3000.4361,3015.8776,1.0,2964.725688168421,2954.34941125,2946.7647555000003,0.0,0.0
88,2024-05-17 07:30:00,3016.3444,3032.4127,3022.8055,3028.25675,1.0,2979.3061701747065,2958.21097875,2948.333986,0.0,0.0
89,2024-05-17 07:45:00,3028.9044000000004,3028.8183,3014.7527,3024.180375,1.0,2991.6826107512825,2961.76189125,2949.7794275000006,0.0,0.0
90,2024-05-17 08:00:00,3026.57525,3047.2983,3017.8738,3034.1652249999997,1.0,3004.8358737844005,2965.932745,2951.4143574999994,0.0,0.0
91,2024-05-17 08:15:00,3035.7443999999996,3058.3978,3041.3949,3048.81255,1.0,3019.7580374048484,2970.77348625,2953.4379099999996,0.0,0.0
92,2024-05-17 08:30:00,3047.72875,3048.7842,3031.0271,3040.2118,1.0,3030.9582295308933,2975.1560375,2955.4110305000004,0.0,0.0
93,2024-05-17 08:45:00,3040.51795,3036.2745,3024.9377,3030.37495,1.0,3038.79659996869,2979.097655,2957.2265500000003,0.0,0.0
94,2024-05-17 09:00:00,3030.1438,3035.1739,3023.3316,3030.1629999999996,1.0,3045.076791259577,2983.0193612499997,2959.0218305,0.0,0.0
95,2024-05-17 09:15:00,3031.07325,3035.685,3023.8932,3030.900525,1.0,3049.639772497325,2986.8808550000003,2960.867953,0.0,0.0
96,2024-05-17 09:30:00,3032.01195,3033.5672,3028.4689,3030.57665,1.0,3053.4652357800755,2990.8562125,2962.7688040000003,0.0,0.0
97,2024-05-17 09:45:00,3030.1352500000003,3033.5244,3028.0444,3029.984375,1.0,3056.4260833628473,2994.98988625,2964.7372615,0.0,0.0
98,2024-05-17 10:00:00,3029.18435,3029.1499,3018.4493,3024.345475,1.0,3057.017033019533,2998.833545,2966.5401464999995,0.0,0.0
99,2024-05-17 10:15:00,3024.89135,3025.4455,3021.1406,3023.319425,0.0,3056.6549499157422,3002.6890125,2968.2254024999997,0.0,0.0
