,timestamp,open,high,low,close,volume,zlsma,sma_20,sma_50,buy_signal,sell_signal
0,2024-05-16 09:30:00,,3006.2183,2999.7661,3002.9171499999998,1.0,,,,,
1,2024-05-16 09:45:00,3002.8421,3009.8988,2999.7044,3005.50185,1.0,,,,0.0,0.0
2,2024-05-16 10:00:00,3006.2021,3010.2055,3003.143,3006.93945,1.0,,,,0.0,0.0
3,2024-05-16 10:15:00,3007.20465,3005.9466,2991.0771,3001.584925,1.0,,,,0.0,0.0
4,2024-05-16 10:30:00,3004.6580000000004,3004.7755,2996.9133,3001.5357999999997,1.0,,,,0.0,0.0
5,2024-05-16 10:45:00,3002.2272000000003,2999.8844,2994.9177,2998.2146749999997,1.0,,,,0.0,0.0
6,2024-05-16 11:00:00,2999.0283,2998.8722,2993.0516,2996.0660749999997,1.0,,,,0.0,0.0
7,2024-05-16 11:15:00,2996.17025,3000.9473,2992.6294,2997.12975,1.0,,,,0.0,0.0
8,2024-05-16 11:30:00,2997.47115,3001.0339,2996.0482,2998.86735,1.0,,,,0.0,0.0
9,2024-05-16 11:45:00,2999.19365,3008.9255,2997.4355,3002.7085500000003,1.0,,,,0.0,0.0
10,2024-05-16 12:00:00,3002.2366,3007.5128,2992.9538,3000.49755,1.0,,,,0.0,0.0
11,2024-05-16 12:15:00,3000.7618,2997.7877,2987.1766,2993.2695,1.0,,,,0.0,1.0
12,2024-05-16 12:30:00,2994.05685,3008.4699,2974.991,2990.9187,1.0,,,,0.0,0.0
13,2024-05-16 12:45:00,2990.1069500000003,2993.5861,2977.7083,2984.4919250000003,1.0,,,,0.0,0.0
14,2024-05-16 13:00:00,2983.33665,2982.5105,2967.946,2976.443825,1.0,,,,0.0,0.0
15,2024-05-16 13:15:00,2977.6593999999996,2977.9827,2970.1241,2974.6151500000005,1.0,,,,0.0,0.0
16,2024-05-16 13:30:00,2975.1769,2987.5011,2974.8639,2979.3039000000003,1.0,,,,0.0,0.0
17,2024-05-16 13:45:00,2977.4253,2985.5772,2977.8288,2981.5451249999996,1.0,,,,0.0,0.0
18,2024-05-16 14:00:00,2981.3872499999998,2986.8512,2969.3977,2978.008625,1.0,,,,0.0,0.0
19,2024-05-16 14:15:00,2977.8927999999996,2975.9533,2952.1261,2965.9923499999995,1.0,,2991.82761125,,0.0,0.0
20,2024-05-16 14:30:00,2967.9449999999997,2966.66,2956.9777,2961.23105,1.0,,2989.74330625,,0.0,0.0
21,2024-05-16 14:45:00,2960.64325,2963.9305,2938.6177,2950.6146499999995,1.0,,2986.99894625,,0.0,0.0
22,2024-05-16 15:00:00,2949.9552000000003,2950.8705,2931.7444,2943.22995,1.0,,2983.81347125,,0.0,0.0
23,2024-05-16 15:15:00,2945.15245,2958.2422,2946.3077,2952.342725,1.0,,2981.35136125,,0.0,0.0
24,2024-05-16 15:30:00,2952.4105,2957.57,2952.1188,2955.23605,1.0,,2979.03637375,,0.0,0.0
25,2024-05-16 15:45:00,2955.6277,2961.7883,2953.426,2956.7108,1.0,,2976.9611800000002,,0.0,0.0
26,2024-05-16 16:00:00,2955.81445,2956.545,2950.8026,2954.379525,1.0,,2974.8768525,,0.0,0.0
27,2024-05-16 16:15:00,2955.08525,2954.55,2945.3688,2951.77455,1.0,,2972.6090925,,0.0,0.0
28,2024-05-16 16:30:00,2953.5897,2960.7,2943.6522,2954.211075,1.0,,2970.37627875,,0.0,0.0
29,2024-05-16 16:45:00,2956.2460499999997,2959.9383,2945.4783,2952.7390000000005,1.0,,2967.8778012499997,,0.0,0.0
30,2024-05-16 17:00:00,2952.7697,2952.3283,2944.5288,2947.4344,1.0,,2965.22464375,,0.0,0.0
31,2024-05-16 17:15:00,2946.44025,2947.0411,2926.5666,2936.6121749999998,1.0,,2962.3917775,,0.0,0.0
32,2024-05-16 17:30:00,2936.4205,2939.9616,2925.4322,2932.92815,1.0,,2959.4922500000002,,0.0,0.0
33,2024-05-16 17:45:00,2933.1594,2951.5672,2935.6544,2943.5688499999997,1.0,,2957.4460962499998,,0.0,0.0
34,2024-05-16 18:00:00,2943.5269,2953.9994,2946.4038,2948.9193750000004,1.0,,2956.0698737499997,,0.0,0.0
35,2024-05-16 18:15:00,2947.63715,2951.1877,2946.586,2948.610225,1.0,,2954.7696275,,0.0,0.0
36,2024-05-16 18:30:00,2948.3336,2954.2,2946.8949,2950.961625,1.0,,2953.35251375,,0.0,0.0
37,2024-05-16 18:45:00,2951.3758,2954.3977,2948.8994,2951.622725,1.0,,2951.8563937500003,,0.0,0.0
38,2024-05-16 19:00:00,2951.5969,2954.4605,2946.9144,2949.795225,1.0,,2950.44572375,,0.0,0.0
39,2024-05-16 19:15:00,2948.9030000000002,2955.75,2948.0033,2951.9083,1.0,,2949.74152125,,0.0,0.0
40,2024-05-16 19:30:00,2951.93995,2956.0044,2948.3272,2952.418725,1.0,,2949.300905,,0.0,0.0
41,2024-05-16 19:45:00,2952.67165,2951.6183,2943.8754,2947.6349250000003,1.0,,2949.1519187500003,,0.0,0.0
42,2024-05-16 20:00:00,2947.523,2945.8311,2936.6405,2941.555775,1.0,,2949.0682100000004,,0.0,0.0
43,2024-05-16 20:15:00,2941.87575,2942.9305,2936.8788,2939.598975,1.0,,2948.4310225,,0.0,0.0
44,2024-05-16 20:30:00,2939.2933000000003,2943.0078,2937.5321,2940.398975,1.0,,2947.68916875,,0.0,0.0
45,2024-05-16 20:45:00,2940.5280000000002,2941.4889,2933.9871,2938.5944,1.0,,2946.78334875,,0.0,0.0
46,2024-05-16 21:00:00,2939.4507999999996,2939.3816,2932.1872,2935.5341,1.0,,2945.8410775,,0.0,0.0
47,2024-05-16 21:15:00,2935.2838,2935.3583,2927.5216,2931.5615,1.0,,2944.830425,,0.0,0.0
48,2024-05-16 21:30:00,2931.68305,2941.41,2927.4127,2934.2012250000002,1.0,,2943.8299325,,0.0,0.0
49,2024-05-16 21:45:00,2933.9911,2941.1305,2937.2516,2939.056625,1.0,,2943.14581375,2964.6387575,0.0,0.0
50,2024-05-16 22:00:00,2938.9222,2940.46,2923.2794,2932.582475,1.0,,2942.4032175,2963.2320640000003,0.0,0.0
51,2024-05-16 22:15:00,2933.29525,2930.5061,2924.536,2927.5696749999997,1.0,,2941.9510925,2961.6734205000002,0.0,0.0
52,2024-05-16 22:30:00,2927.6183,2935.8922,2927.0244,2931.9315,1.0,,2941.9012599999996,2960.1732614999996,0.0,0.0
53,2024-05-16 22:45:00,2932.4047,2940.1406,2935.0921,2937.619975,1.0,,2941.60381625,2958.8939625,0.0,0.0
54,2024-05-16 23:00:00,2937.6236,2939.3489,2932.0449,2936.7755750000006,1.0,,2940.9966262499997,2957.5987580000005,0.0,0.0
55,2024-05-16 23:15:00,2937.8542500000003,2938.3128,2934.1793,2936.783625,1.0,,2940.40529625,2956.3701369999994,0.0,0.0
56,2024-05-16 23:30:00,2937.3212000000003,2944.1388,2937.0355,2940.87385,1.0,,2939.9009075,2955.2662925,0.0,0.0
57,2024-05-16 23:45:00,2941.1605499999996,2945.7234,2941.8383,2944.08665,1.0,,2939.52410375,2954.2054304999997,1.0,0.0
58,2024-05-17 00:00:00,2944.3924500000003,2947.4018,2941.3538,2945.2098749999996,1.0,,2939.29483625,2953.132281,0.0,0.0
59,2024-05-17 00:15:00,2946.04195,2951.6227,2945.5561,2947.6545499999997,1.0,,2939.08214875,2952.031201,0.0,0.0
60,2024-05-17 00:30:00,2946.7196999999996,2949.2534,2945.8933,2947.560375,1.0,,2938.83923125,2950.9724575,0.0,0.0
61,2024-05-17 00:45:00,2947.5474,2952.8062,2948.7638,2950.7423750000003,1.0,,2938.99460375,2950.121915,0.0,0.0
62,2024-05-17 01:00:00,2950.6997499999998,2952.625,2943.1741,2948.1768,1.0,2945.4787075640816,2939.3256549999996,2949.2670769999995,0.0,0.0
63,2024-05-17 01:15:00,2948.4540500000003,2945.4042,2933.5627,2940.77485,1.0,2943.888373551433,2939.38444875,2948.3927354999996,0.0,1.0
64,2024-05-17 01:30:00,2942.06625,2949.8977,2939.6044,2944.471325,1.0,2942.884695640204,2939.58806625,2947.7532855000004,0.0,0.0
65,2024-05-17 01:45:00,2944.1916,2949.815,2943.7843,2946.9867249999998,1.0,2943.564044697456,2940.0076825,2947.200717,0.0,0.0
