,timestamp,open,high,low,close,volume,atr,sma_20,sma_50,buy_signal,sell_signal
0,2024-05-25 17:00:00,,167.83,167.17,167.4425,24797.969,,,,,
1,2024-05-25 17:15:00,167.385,167.77,167.26,167.5675,16501.958,0.5100000000000193,,,0.0,0.0
2,2024-05-25 17:30:00,167.62,167.68,167.04,167.35500000000002,9228.95,0.6400000000000148,,,0.0,0.0
3,2024-05-25 17:45:00,167.35000000000002,167.34,166.55,166.9175,32224.328,0.8050000000000068,,,0.0,0.0
4,2024-05-25 18:00:00,166.89,166.93,166.35,166.725,25112.146,0.5800000000000125,,,0.0,0.0
5,2024-05-25 18:15:00,166.81,167.22,166.75,166.97500000000002,16464.076,0.49500000000000455,,,0.0,0.0
6,2024-05-25 18:30:00,166.965,167.11,166.71,166.97,13397.607,0.4000000000000057,,,0.0,0.0
7,2024-05-25 18:45:00,167.03,167.51,166.99,167.2475,9931.447,0.539999999999992,,,0.0,0.0
8,2024-05-25 19:00:00,167.245,167.74,167.18,167.52,11408.839,0.5600000000000023,,,0.0,0.0
9,2024-05-25 19:15:00,167.57999999999998,167.79,167.27,167.5325,7791.072,0.5199999999999818,,,0.0,0.0
10,2024-05-25 19:30:00,167.535,167.43,166.99,167.23000000000002,13893.581,0.5424999999999898,,,0.0,0.0
11,2024-05-25 19:45:00,167.25,167.43,167.05,167.1975,22373.951,0.37999999999999545,,,0.0,0.0
12,2024-05-25 20:00:00,167.155,167.65,167.13,167.375,23927.759,0.5200000000000102,,,0.0,0.0
13,2024-05-25 20:15:00,167.36,167.49,166.96,167.245,13548.509,0.5300000000000011,,,0.0,0.0
14,2024-05-25 20:30:00,167.265,167.13,166.55,166.8775,26037.108,0.6949999999999932,,,0.0,0.0
15,2024-05-25 20:45:00,166.915,167.14,166.62,166.9175,14107.302,0.5199999999999818,,,0.0,0.0
16,2024-05-25 21:00:00,166.95499999999998,167.3,166.97,167.1275,16263.661,0.3825000000000216,,,0.0,0.0
17,2024-05-25 21:15:00,167.12,167.55,166.95,167.2725,9368.883,0.6000000000000227,,,0.0,0.0
18,2024-05-25 21:30:00,167.29500000000002,167.47,167.18,167.36,7390.079,0.28999999999999204,,,0.0,0.0
19,2024-05-25 21:45:00,167.39499999999998,167.45,167.11,167.32999999999998,11380.066,0.339999999999975,167.20925,,0.0,0.0
20,2024-05-25 22:00:00,167.38,167.47,167.14,167.30249999999998,11609.826,0.3300000000000125,167.20225,,0.0,0.0
21,2024-05-25 22:15:00,167.3,167.46,167.13,167.2225,5853.5,0.3300000000000125,167.185,,0.0,0.0
22,2024-05-25 22:30:00,167.14999999999998,167.42,167.06,167.255,12442.137,0.3599999999999852,167.18,,0.0,0.0
23,2024-05-25 22:45:00,167.26999999999998,167.98,167.35,167.66000000000003,9598.682,0.7249999999999943,167.217125,,0.0,0.0
24,2024-05-25 23:00:00,167.655,168.23,167.82,168.0375,13155.169,0.5699999999999648,167.28275,,0.0,0.0
25,2024-05-25 23:15:00,168.05,168.38,167.82,168.1825,26022.603,0.5600000000000023,167.34312500000001,,0.0,0.0
26,2024-05-25 23:30:00,168.265,168.66,168.21,168.41500000000002,33592.738,0.47749999999999204,167.415375,,0.0,0.0
27,2024-05-25 23:45:00,168.39499999999998,168.51,168.19,168.3725,9902.377,0.3199999999999932,167.47162500000002,,0.0,0.0
28,2024-05-26 00:00:00,168.39499999999998,168.4,167.71,168.1175,15611.423,0.6899999999999977,167.50150000000002,,0.0,0.0
29,2024-05-26 00:15:00,168.18,168.05,167.72,167.8825,10037.762,0.39750000000000796,167.519,,0.0,0.0
30,2024-05-26 00:30:00,167.88,168.03,167.6,167.8375,12490.759,0.4300000000000068,167.549375,,0.0,0.0
31,2024-05-26 00:45:00,167.86,168.04,167.53,167.775,14286.844,0.5099999999999909,167.57825,,0.0,1.0
32,2024-05-26 01:00:00,167.765,168.19,167.54,167.86249999999998,10505.789,0.6500000000000057,167.60262500000002,,0.0,0.0
33,2024-05-26 01:15:00,167.86,168.14,167.64,167.935,10666.302,0.5,167.637125,,0.0,0.0
34,2024-05-26 01:30:00,167.98000000000002,167.83,167.16,167.5175,20919.694,0.7750000000000057,167.66912499999998,,0.0,0.0
35,2024-05-26 01:45:00,167.54000000000002,167.24,166.82,167.0325,26050.977,0.6975000000000193,167.67487500000001,,0.0,0.0
36,2024-05-26 02:00:00,167.03500000000003,166.94,166.53,166.73999999999998,39415.262,0.5024999999999977,167.65550000000002,,0.0,0.0
37,2024-05-26 02:15:00,166.745,166.84,165.37,166.17000000000002,52615.706,1.4699999999999989,167.600375,,0.0,0.0
38,2024-05-26 02:30:00,166.235,165.97,165.0,165.4975,37497.791,1.170000000000016,167.50725,,0.0,0.0
39,2024-05-26 02:45:00,165.51,166.02,165.13,165.535,16457.119,0.8900000000000148,167.4175,,0.0,0.0
40,2024-05-26 03:00:00,165.495,166.11,165.46,165.7575,17787.947,0.6500000000000057,167.34025,,0.0,0.0
41,2024-05-26 03:15:00,165.73,165.93,164.81,165.47,33488.449,1.1200000000000045,167.252625,,0.0,0.0
42,2024-05-26 03:30:00,165.57,166.23,165.25,165.7725,21500.928,0.9799999999999898,167.17849999999999,,0.0,0.0
43,2024-05-26 03:45:00,165.805,166.47,165.88,166.1975,35802.038,0.6974999999999909,167.105375,,0.0,0.0
44,2024-05-26 04:00:00,166.22,166.28,165.7,165.9925,13188.116,0.5800000000000125,167.003125,,0.0,0.0
45,2024-05-26 04:15:00,165.995,165.96,165.7,165.795,12963.794,0.2925000000000182,166.88375000000002,,0.0,0.0
46,2024-05-26 04:30:00,165.76,165.84,165.0,165.5075,24122.944,0.8400000000000034,166.738375,,0.0,0.0
47,2024-05-26 04:45:00,165.595,165.65,165.21,165.47,12467.46,0.4399999999999977,166.59324999999998,,0.0,0.0
48,2024-05-26 05:00:00,165.51,165.71,164.87,165.4075,42072.447,0.8400000000000034,166.45775,,0.0,0.0
49,2024-05-26 05:15:00,165.525,165.78,165.29,165.54500000000002,10645.584,0.4900000000000091,166.340875,166.989,0.0,0.0
50,2024-05-26 05:30:00,165.555,166.25,165.69,165.97,15196.946,0.7049999999999841,166.2475,166.95954999999998,0.0,0.0
51,2024-05-26 05:45:00,165.97,166.75,166.03,166.4375,24462.357,0.7800000000000011,166.18062500000002,166.93695,1.0,0.0
52,2024-05-26 06:00:00,166.485,167.02,166.48,166.7825,30459.743,0.5825000000000102,166.126625,166.9255,0.0,0.0
53,2024-05-26 06:15:00,166.815,166.99,166.57,166.77249999999998,20671.495,0.4200000000000159,166.0685,166.9226,0.0,0.0
54,2024-05-26 06:30:00,166.765,166.71,166.18,166.46750000000003,17643.525,0.5924999999999727,166.01600000000002,166.91745,0.0,0.0
55,2024-05-26 06:45:00,166.49,166.51,165.87,166.20499999999998,21684.003,0.6399999999999864,165.974625,166.90205000000003,0.0,0.0
56,2024-05-26 07:00:00,166.22,166.4,165.92,166.1675,13216.196,0.4800000000000182,165.946,166.886,0.0,0.0
57,2024-05-26 07:15:00,166.175,166.46,165.9,166.175,27243.631,0.5600000000000023,165.94625000000002,166.86455,0.0,0.0
58,2024-05-26 07:30:00,166.17000000000002,166.81,165.47,165.995,49397.942,1.3400000000000034,165.971125,166.83405,0.0,1.0
59,2024-05-26 07:45:00,165.85,165.72,164.56,165.3125,85438.398,1.4350000000000023,165.96,166.78965,0.0,0.0
60,2024-05-26 08:00:00,165.485,165.51,164.73,165.24,49566.617,0.7800000000000011,165.934125,166.74985,0.0,0.0
61,2024-05-26 08:15:00,165.36,165.6,165.1,165.3675,33193.061,0.5,165.929,166.71325000000002,0.0,0.0
62,2024-05-26 08:30:00,165.385,165.65,164.16,164.90749999999997,53961.359,1.490000000000009,165.88575,166.66389999999998,0.0,0.0
63,2024-05-26 08:45:00,164.91,164.51,163.92,164.2975,50263.338,0.987499999999983,165.79075,166.60495,0.0,0.0
64,2024-05-26 09:00:00,164.38,164.66,164.05,164.315,36125.923,0.6099999999999852,165.70687500000003,166.5537,0.0,0.0
65,2024-05-26 09:15:00,164.27499999999998,164.27,163.05,163.685,127406.141,1.2649999999999864,165.60137500000002,166.48905,0.0,0.0
66,2024-05-26 09:30:00,163.70999999999998,163.51,162.6,163.04999999999998,91166.627,1.085000000000008,165.4785,166.4075,0.0,0.0
67,2024-05-26 09:45:00,163.045,162.98,162.23,162.76,54531.664,0.8199999999999932,165.34300000000002,166.31724999999997,0.0,0.0
68,2024-05-26 10:00:00,162.915,164.0,162.91,163.43,45677.91,1.240000000000009,165.244125,166.23864999999998,0.0,0.0
69,2024-05-26 10:15:00,163.405,163.9,163.5,163.7425,20596.647,0.46999999999999886,165.154,166.1669,0.0,0.0
70,2024-05-26 10:30:00,163.78500000000003,164.19,163.63,163.8775,31078.673,0.5600000000000023,165.049375,166.0984,0.0,0.0
71,2024-05-26 10:45:00,163.845,164.29,163.78,164.0725,18651.858,0.5099999999999909,164.931125,166.0354,0.0,0.0
72,2024-05-26 11:00:00,164.11,164.54,164.01,164.3175,28832.984,0.5300000000000011,164.80787500000002,165.97665,1.0,0.0
73,2024-05-26 11:15:00,164.36,164.49,163.8,164.22,27357.107,0.6899999999999977,164.68025,165.90785,0.0,0.0
74,2024-05-26 11:30:00,164.29500000000002,164.21,163.69,163.95,16738.639,0.5300000000000011,164.554375,165.8261,0.0,0.0
75,2024-05-26 11:45:00,163.95,164.07,163.64,163.88,30149.669,0.4300000000000068,164.43812499999999,165.74005,0.0,0.0
76,2024-05-26 12:00:00,163.905,164.03,163.35,163.695,22548.95,0.6800000000000068,164.3145,165.64565,0.0,0.0
77,2024-05-26 12:15:00,163.7,163.76,163.04,163.4825,24563.5,0.7199999999999989,164.17987499999998,165.54785,0.0,0.0
78,2024-05-26 12:30:00,163.565,164.0,162.55,163.5325,48844.419,1.4499999999999886,164.05675,165.45615,0.0,0.0
79,2024-05-26 12:45:00,163.79000000000002,163.96,163.12,163.62,13723.805,0.8400000000000034,163.97212499999998,165.3709,0.0,0.0
80,2024-05-26 13:00:00,163.7,163.83,163.26,163.5075,15066.066,0.5700000000000216,163.8855,165.2843,0.0,0.0
81,2024-05-26 13:15:00,163.47,164.05,163.36,163.6875,19365.647,0.6899999999999977,163.80149999999998,165.20255,0.0,0.0
82,2024-05-26 13:30:00,163.67000000000002,164.0,163.38,163.78,31412.96,0.6200000000000045,163.745125,165.1209,0.0,0.0
83,2024-05-26 13:45:00,163.87,164.82,163.55,164.245,31513.128,1.2699999999999818,163.7425,165.0471,0.0,0.0
84,2024-05-26 14:00:00,164.305,165.15,164.44,164.8025,40280.827,0.9050000000000011,163.76687499999997,164.9928,0.0,0.0
85,2024-05-26 14:15:00,164.81,164.88,163.79,164.39,22658.926,1.0900000000000034,163.802125,164.93994999999998,0.0,0.0
86,2024-05-26 14:30:00,164.445,164.85,163.85,164.405,29411.284,1.0,163.869875,164.89325,0.0,0.0
87,2024-05-26 14:45:00,164.46,165.42,164.82,165.08499999999998,66673.496,1.0149999999999864,163.986125,164.87154999999998,0.0,0.0
88,2024-05-26 15:00:00,165.05,165.85,164.63,165.2075,60947.64,1.2199999999999989,164.075,164.86575000000002,0.0,0.0
89,2024-05-26 15:15:00,165.175,165.1,164.38,164.8825,31336.429,0.8275000000000148,164.132,164.8527,0.0,0.0
90,2024-05-26 15:30:00,165.025,165.63,164.21,164.76000000000002,51658.689,1.4199999999999875,164.17612499999998,164.83274999999998,0.0,0.0
91,2024-05-26 15:45:00,164.6,164.26,162.37,163.4275,113988.666,2.390000000000015,164.143875,164.7919,0.0,0.0
92,2024-05-26 16:00:00,163.54,163.42,162.8,163.1025,39640.051,0.6274999999999977,164.083125,164.7385,0.0,1.0
93,2024-05-26 16:15:00,163.095,163.37,161.95,162.93,100440.888,1.420000000000016,164.018625,164.67315,0.0,0.0
94,2024-05-26 16:30:00,163.2,163.3,162.72,163.07000000000002,33811.258,0.5800000000000125,163.974625,164.61469999999997,0.0,0.0
95,2024-05-26 16:45:00,163.13,163.49,162.76,163.1175,32106.386,0.7300000000000182,163.9365,164.56114999999997,0.0,0.0
96,2024-05-26 17:00:00,163.11,163.22,162.27,162.7425,35649.359,0.9499999999999886,163.888875,164.50584999999998,0.0,0.0
97,2024-05-26 17:15:00,162.74,162.98,162.27,162.5825,24812.16,0.7099999999999795,163.843875,164.44809999999998,0.0,0.0
98,2024-05-26 17:30:00,162.54000000000002,162.8,162.43,162.64249999999998,25730.869,0.37000000000000455,163.799375,164.3928,0.0,0.0
99,2024-05-26 17:45:00,162.67000000000002,162.76,161.58,162.2775,64240.731,1.1799999999999784,163.73225000000002,164.32745,0.0,0.0
100,2024-05-26 18:00:00,162.385,162.19,161.18,161.665,49787.701,1.0974999999999966,163.640125,164.24134999999998,0.0,0.0
101,2024-05-26 18:15:00,161.64499999999998,161.59,161.14,161.36,38286.984,0.5250000000000057,163.52375,164.1398,0.0,0.0
102,2024-05-26 18:30:00,161.35500000000002,161.9,161.41,161.645,26532.0,0.539999999999992,163.41699999999997,164.03705,0.0,0.0
103,2024-05-26 18:45:00,161.635,162.76,161.74,162.04250000000002,43724.873,1.1149999999999807,163.306875,163.94244999999998,0.0,0.0
104,2024-05-26 19:00:00,161.835,162.4,161.64,161.98250000000002,26588.728,0.7600000000000193,163.165875,163.85275000000001,0.0,0.0
105,2024-05-26 19:15:00,161.945,162.47,162.04,162.17249999999999,26563.842,0.48749999999998295,163.055,163.7721,0.0,0.0
106,2024-05-26 19:30:00,162.09,162.71,162.14,162.425,21696.138,0.5700000000000216,162.95600000000002,163.69725,1.0,0.0
107,2024-05-26 19:45:00,162.425,162.78,162.13,162.58,33189.184,0.6500000000000057,162.83075000000002,163.62535,0.0,0.0
108,2024-05-26 20:00:00,162.70499999999998,162.85,162.45,162.64249999999998,26643.079,0.4000000000000057,162.70250000000001,163.5583,0.0,0.0
109,2024-05-26 20:15:00,162.635,162.56,162.28,162.4525,14354.952,0.36249999999998295,162.581,163.5011,0.0,0.0
110,2024-05-26 20:30:00,162.485,162.41,161.93,162.19,13477.081,0.5224999999999795,162.45250000000001,163.4401,0.0,0.0
111,2024-05-26 20:45:00,162.20999999999998,162.28,161.95,162.09249999999997,13555.362,0.3300000000000125,162.38575,163.37460000000002,0.0,0.0
112,2024-05-26 21:00:00,162.07,162.27,161.71,161.965,26439.419,0.5600000000000023,162.32887499999998,163.31575,0.0,0.0
113,2024-05-26 21:15:00,161.94,162.28,161.45,161.7825,22831.981,0.8300000000000125,162.2715,163.26545,0.0,1.0
114,2024-05-26 21:30:00,161.7,162.19,161.0,161.76,40444.342,1.1899999999999977,162.206,163.21435,0.0,0.0
115,2024-05-26 21:45:00,161.925,163.39,162.13,162.755,34049.307,1.6299999999999955,162.18787500000002,163.19575,1.0,0.0
116,2024-05-26 22:00:00,162.75,163.67,163.01,163.35750000000002,38067.526,0.914999999999992,162.218625,163.2019,0.0,0.0
117,2024-05-26 22:15:00,163.375,163.94,163.25,163.6325,19111.336,0.6899999999999977,162.27112499999998,163.21935,0.0,0.0
118,2024-05-26 22:30:00,163.67,164.16,163.6,163.885,26359.979,0.5600000000000023,162.33325,163.22844999999998,0.0,0.0
119,2024-05-26 22:45:00,163.89,163.91,163.47,163.76,23583.516,0.4399999999999977,162.40737499999997,163.2288,0.0,0.0
120,2024-05-26 23:00:00,163.82999999999998,163.84,163.49,163.70250000000001,14251.228,0.3499999999999943,162.50925,163.22529999999998,0.0,0.0
121,2024-05-26 23:15:00,163.74,163.81,163.04,163.45,24112.725,0.7700000000000102,162.61375,163.21285,0.0,0.0
122,2024-05-26 23:30:00,163.475,163.23,162.71,163.08749999999998,15987.734,0.7399999999999807,162.685875,163.18825,0.0,0.0
123,2024-05-26 23:45:00,163.20499999999998,163.56,163.08,163.3075,14745.25,0.47999999999998977,162.749125,163.17,0.0,0.0
124,2024-05-27 00:00:00,163.29500000000002,164.4,163.26,163.86,52103.465,1.1400000000000148,162.84300000000002,163.16819999999998,0.0,0.0
125,2024-05-27 00:15:00,163.89,164.84,164.17,164.4875,27268.766,0.9799999999999898,162.95875,163.18035,0.0,0.0
126,2024-05-27 00:30:00,164.47,165.67,164.59,165.0625,53792.238,1.1824999999999761,163.090625,163.20770000000002,0.0,0.0
127,2024-05-27 00:45:00,164.995,166.2,165.39,165.645,37706.174,1.1374999999999886,163.243875,163.25095000000002,0.0,0.0
128,2024-05-27 01:00:00,165.495,165.78,164.91,165.30249999999998,22595.531,0.8700000000000045,163.37687499999998,163.28635,0.0,0.0
129,2024-05-27 01:15:00,165.26,165.94,164.91,165.405,28246.525,1.0300000000000011,163.52450000000002,163.32205,0.0,0.0
130,2024-05-27 01:30:00,165.385,166.65,165.43,166.07,38093.587,1.2450000000000045,163.7185,163.3733,0.0,0.0
131,2024-05-27 01:45:00,166.10000000000002,166.57,165.68,166.0675,28826.405,0.8899999999999864,163.91725,163.4209,0.0,0.0
132,2024-05-27 02:00:00,166.01,165.96,164.6,165.2775,39673.24,1.4675000000000011,164.082875,163.45085,0.0,0.0
133,2024-05-27 02:15:00,165.275,165.55,164.84,165.155,26361.633,0.710000000000008,164.2515,163.46905,0.0,0.0
